Computer Name,IP Address,Operating System,Provider Type,Count
CMRUCT23206.sabc.cm,"fe80::4b10:9531:ef15:2151
10.97.60.11",Windows 10 Entreprise,Tanium Client,1
CMRLPT23081.sabc.cm,"fe80::4eb1:726f:6c96:a74d
10.96.75.22",Windows 11 Entreprise,Tanium Client,1
CMRLPT24183.sabc.cm,"fe80::5fe:6174:79b4:396
10.98.2.26",Windows 11 Entreprise,Tanium Client,1
CMRLPT20033.sabc.cm,"fe80::429d:f8d4:c1bd:c8d9
10.154.57.14",Windows 10 Entreprise,Tanium Client,1
CMRUCT24054.sabc.cm,"fe80::2a5d:48b2:fd1c:f2e0
fe80::82e6:4577:4b15:4cd2
169.254.190.189
10.97.225.106",Windows 10 Entreprise,Tanium Client,1
silos.sabc.cm,"fe80::532c:f4c3:9fe2:f504
fe80::d76c:5980:f42e:3f52
10.96.7.144
10.253.110.203",Windows Server 2019 Standard,Tanium Client,1
CMRLPT22184.sabc.cm,"fe80::e151:10e8:e75f:c91f
10.102.8.162",Windows 10 Entreprise,Tanium Client,1
CMRUCT22018.sabc.cm,"fe80::c20b:eb28:9c3f:6f87
10.98.44.18",Windows 10 Entreprise,Tanium Client,1
CMRLPT21058.sabc.cm,"fe80::916f:2926:47c1:260e
10.46.101.139",Windows 10 Entreprise,Tanium Client,1
CMRLPT24170.sabc.cm,"fe80::be53:c3bc:cd39:8ed8
2a02:908:c21d:bb00::6c94
2a02:908:c21d:bb00:a61a:732a:dd57:4c7f
192.168.0.205",Windows 10 Entreprise,Tanium Client,1
SEMCPDDK101.sabc.cm,"fe80::850f:d984:16a7:a3d0
10.102.122.4",Windows Server 2019 Standard,Tanium Client,1
CMRLPT24001.sabc.cm,"fe80::e05:a8ac:ff5d:3b79
10.96.75.52",Windows 10 Entreprise,Tanium Client,1
CMRUCT24188.sabc.cm,"fe80::1e8e:1dcf:7fea:ffbc
192.168.1.191",Windows 10 Entreprise,Tanium Client,1
CMRLPT21097.sabc.cm,"fe80::b876:6f1:6d6:95
10.100.0.101",Windows 10 Entreprise,Tanium Client,1
CMRLPT25009.sabc.cm,"fe80::ed78:b03e:5e52:c34d
192.168.1.114
fda2:3bde:5f78:c000:b7ef:bc33:7934:ca9b",Windows 10 Entreprise,Tanium Client,1
CMRLPT20028.sabc.cm,"fe80::f9cd:3931:ef00:2724
10.96.0.17",Windows 10 Entreprise,Tanium Client,1
CMRLPT23231.sabc.cm,"fe80::5c33:a962:ad9d:6411
10.102.113.7",Windows 10 Entreprise,Tanium Client,1
CMRLPT21105.sabc.cm,"fe80::91c4:c191:8cc8:f785
10.98.2.85",Windows 10 Entreprise,Tanium Client,1
CMRLPT21150.sabc.cm,"fe80::2e2a:b264:2fd1:47c6
10.97.225.21",Windows 10 Entreprise,Tanium Client,1
CMRUCT22129.sabc.cm,"fe80::6fcf:42e9:d314:3b46
10.102.8.121",Windows 10 Entreprise,Tanium Client,1
CMRUCT24190.sabc.cm,"fe80::741a:190b:ed37:63c0
10.97.224.69",Windows 10 Entreprise,Tanium Client,1
CMRUCT22081.sabc.cm,"fe80::6e7d:ef64:6969:6bb8
10.96.70.41",Windows 10 Entreprise,Tanium Client,1
CMRLPT21040.sabc.cm,"fe80::7ad3:20f2:b1aa:ed56
10.99.0.17",Windows 10 Entreprise,Tanium Client,1
CMRLPT22117.sabc.cm,"fe80::50c4:e517:1440:136
10.99.0.26",Windows 10 Entreprise,Tanium Client,1
CMRLPT19269.sabc.cm,"fe80::aa66:2d50:e179:dc81
10.102.8.1",Windows 10 Professionnel,Tanium Client,1
CMRLPT19149.sabc.cm,"fe80::248:9718:eb7d:cb75
10.102.33.233",Windows 10 Entreprise,Tanium Client,1
CMRLPT24062.sabc.cm,"fe80::c352:c0d5:e9cf:d7f0
10.98.0.19",Windows 10 Entreprise,Tanium Client,1
CMRLPT23082.sabc.cm,"fe80::31f8:cfef:7ece:6072
10.99.0.15",Windows 10 Entreprise,Tanium Client,1
CMRUCT23146.sabc.cm,"fe80::cd41:458e:93da:86d0
10.102.34.58",Windows 10 Entreprise,Tanium Client,1
CMRLPT25030.sabc.cm,"fe80::5546:2abe:764c:dd33
10.97.37.167",Windows 10 Entreprise,Tanium Client,1
sabckpi606.sabc.cm,"fe80::53dc:83c9:905d:7dc3
10.100.1.162",Windows Server 2019 Standard,Tanium Client,1
CMRLPT23283.sabc.cm,"fe80::df67:a13b:ab9f:e5fe
10.98.0.29",Windows 11 Entreprise,Tanium Client,1
CMRLPT24133.sabc.cm,"fe80::6bca:c508:9b7a:de13
192.168.100.8",Windows 10 Entreprise,Tanium Client,1
CMRLPT23302.sabc.cm,"fe80::8655:799d:1d73:a550
10.96.75.11",Windows 10 Entreprise,Tanium Client,1
CMRLPT19252.sabc.cm,"fe80::9609:e5a:ea:fe3a
172.21.142.92",Windows 10 Entreprise,Tanium Client,1
CMRUCT23042.sabc.cm,"fe80::24bd:c443:778b:944c
10.96.2.103",Windows 10 Entreprise,Tanium Client,1
SABCMEC202.sabc.cm,"::1
10.103.245.6",Windows Server 2019 Standard,Tanium Client,1
CMRLPT24132.sabc.cm,"fe80::fb39:b0e0:e4a6:e38e
10.33.241.130",Windows 10 Entreprise,Tanium Client,1
CMRLPT23098.sabc.cm,"fe80::d240:1b1f:6bf8:1292
10.96.2.17",Windows 10 Entreprise,Tanium Client,1
CMRUCT20010.sabc.cm,"fe80::4b4e:1a52:8a8d:abf6
10.99.36.24",Windows 10 Entreprise,Tanium Client,1
SABCISO101.sabc.cm,"::1
10.103.244.30",Windows Server 2019 Standard,Tanium Client,1
CMRLPT22016.sabc.cm,"fe80::1caf:1e18:b2b2:3d9f
10.97.224.184",Windows 10 Entreprise,Tanium Client,1
YAOUVPRX101.sabc.cm,"::1
10.97.241.38
10.97.240.38",Windows Server 2019 Standard,Tanium Client,1
CMRLPT23312.sabc.cm,"fe80::8cce:ae20:2c58:c5d6
10.102.33.211",Windows 10 Entreprise,Tanium Client,1
CMRUCT22101.sabc.cm,"fe80::ae4e:6927:d122:8540
10.102.9.16",Windows 10 Entreprise,Tanium Client,1
CMRLPT20051.sabc.cm,"fe80::6a8e:5985:f37c:dacb
10.96.75.39",Windows 10 Entreprise,Tanium Client,1
CMRUCT24153.sabc.cm,"fe80::433a:b41c:82a4:ad5e
fe80::cd5:f6f1:7869:6b5f
10.97.225.36
169.254.226.204",Windows 10 Entreprise,Tanium Client,1
CMRUCT23152.sabc.cm,"fe80::f9ed:a26e:3be5:69c9
10.96.171.137",Windows 10 Entreprise,Tanium Client,1
CMRLPT24019.sabc.cm,"fe80::672d:894c:7a0c:2714
10.98.0.28",Windows 10 Entreprise,Tanium Client,1
CMRUCT23269.sabc.cm,"fe80::40c4:2a89:1f54:72db
10.96.161.40",Windows 10 Entreprise,Tanium Client,1
CMRLPT23025.sabc.cm,"fe80::b7ad:fa26:cd95:3ac
10.100.0.206",Windows 10 Entreprise,Tanium Client,1
CMRUCT23175.sabc.cm,"fe80::8a3e:8c5d:89cd:72e2
10.100.5.82",Windows 10 Entreprise,Tanium Client,1
CMRLPT21036.sabc.cm,"fe80::bf08:b0ce:30b4:9418
2c0f:2a80:997:3c08:5abb:1e0b:ef8f:55c6
192.168.1.131
fd9e:158a:7f9e:8:f5d2:f0e0:12cc:10ba",Windows 10 Enterprise,Tanium Client,1
CMRLPT24088.sabc.cm,"fe80::a6d5:e855:bbe4:25a1
192.168.1.161
fdf0:5501:268b:ce00:bf19:712e:5d46:d74b",Windows 10 Entreprise,Tanium Client,1
CMRUCT19202.sabc.cm,"fe80::4987:3e4:7276:f59c
10.100.5.107",Windows 10 Entreprise,Tanium Client,1
SABCDIMO201.sabc.cm,"::1
10.103.245.1",Windows Server 2019 Standard,Tanium Client,1
mescondgarou.sabc.cm,"fe80::589e:723d:d914:9da5
fe80::cdec:2339:aef8:dce
10.253.140.50
10.99.7.180",Windows Server 2019 Standard,Tanium Client,1
CMRLPT23292.sabc.cm,"fe80::f1e5:5a6c:24e6:67da
10.97.225.161",Windows 11 Entreprise,Tanium Client,1
CMRUCT21099.sabc.cm,"fe80::22e3:548d:e106:cd77
10.102.2.87",Windows 10 Entreprise,Tanium Client,1
CMRLPT23309.sabc.cm,"fe80::7f28:96fc:1aed:fbc8
10.100.0.37",Windows 10 Entreprise,Tanium Client,1
CMRLPT23142.sabc.cm,"fe80::258:c740:27bd:de76
10.100.0.57",Windows 10 Entreprise,Tanium Client,1
OLEMPDDK101.sabc.cm,"fe80::efe9:ff6e:43b5:c44
10.97.93.138",Windows Server 2019 Standard,Tanium Client,1
CMRUCT23101.sabc.cm,"fe80::c921:8f90:d575:a7a3
10.99.2.56",Windows 10 Entreprise,Tanium Client,1
CMRUCT23324.sabc.cm,"fe80::36be:2155:1012:105
10.98.7.171",Windows 11 Professionnel,Tanium Client,1
CMRLPT23285.sabc.cm,"fe80::a16e:fc39:b1fc:5660
fe80::d8da:b825:22ea:9f51
169.254.245.65
10.98.0.64",Windows 10 Entreprise,Tanium Client,1
CMRLPT23126.sabc.cm,"fe80::ee61:e166:cd6a:b58a
10.100.0.207",Windows 10 Entreprise,Tanium Client,1
CMRLPT22138.sabc.cm,"fe80::9e9a:fce1:a4a6:965e
10.96.0.20",Windows 10 Entreprise,Tanium Client,1
CMRUCT24155.sabc.cm,"fe80::f18a:6cbc:5579:a53e
10.97.224.34",Windows 10 Entreprise,Tanium Client,1
CMRLPT24202.sabc.cm,"fe80::b1e3:981:6649:c8f0
10.100.0.226",Windows 10 Entreprise,Tanium Client,1
CMRLPT22139.sabc.cm,"fe80::756:dfcf:5512:5878
10.102.112.17",Windows 10 Entreprise,Tanium Client,1
CMRLPT21065.sabc.cm,"fe80::6d65:2c6f:2519:af2c
10.100.0.182",Windows 10 Entreprise,Tanium Client,1
SABCVPRX102.sabc.cm,"::1
10.100.3.97",Windows Server 2019 Standard,Tanium Client,1
CMRUCT24178.sabc.cm,"fe80::5602:5dbe:ede1:a23e
10.100.4.62",Windows 10 Entreprise,Tanium Client,1
SABCLEARN101.sabc.cm,"::1
10.6.42.195
10.103.244.35",Windows Server 2019 Standard,Tanium Client,1
CMRUCT24170.sabc.cm,"fe80::9795:a4fb:ee53:98f3
10.97.224.45",Windows 10 Entreprise,Tanium Client,1
CMRLPT23252.sabc.cm,"fe80::c5ce:29e3:6e32:2c53
10.96.61.161",Windows 10 Entreprise,Tanium Client,1
CMRLPT19205.sabc.cm,"fe80::f0e2:a259:bbff:4dc9
10.102.8.73",Windows 10 Entreprise,Tanium Client,1
CMRUCT20049.sabc.cm,"fe80::2e90:837c:9f7a:2b7c
10.100.4.145",Windows 10 Professionnel,Tanium Client,1
CMRLPT19088.sabc.cm,"fe80::f9d2:8fa:7f92:24be
10.102.34.50",Windows 10 Entreprise,Tanium Client,1
CMRUCT24097.sabc.cm,"fe80::ea53:6f62:24c0:49d3
10.102.33.198",Windows 10 Entreprise,Tanium Client,1
CMRUCT21120.sabc.cm,"fe80::4143:f980:b94f:cd02
10.96.2.21",Windows 10 Entreprise,Tanium Client,1
CMRUCT23167.sabc.cm,"fe80::bfe8:e820:75ce:22ab
10.102.34.3",Windows 10 Entreprise,Tanium Client,1
CMRLPT22136.sabc.cm,"fe80::f007:8802:972a:9668
10.100.0.126",Windows 10 Entreprise,Tanium Client,1
CMRLPT25006.sabc.cm,"fe80::e3aa:836d:fc7:f87d
10.100.0.76",Windows 10 Entreprise,Tanium Client,1
CMRLPT19175.sabc.cm,"fe80::2bce:d866:94b:bbab
10.100.0.209",Windows 10 Entreprise,Tanium Client,1
CMRLPT21112.sabc.cm,"fe80::5e36:1557:920c:b168
10.113.72.201",Windows 10 Entreprise,Tanium Client,1
CMRLPT23266.sabc.cm,"fe80::8b19:2d05:b57:1518
10.102.33.207",Windows 10 Entreprise,Tanium Client,1
CMRLPT21018.sabc.cm,"fe80::6d1a:fe2a:ba93:5a24
10.100.0.177",Windows 10 Entreprise,Tanium Client,1
CMRUCT21054.sabc.cm,"fe80::589:70f1:bbd3:6b9e
fe80::b33e:bee:e5ba:b85e
10.102.2.68
10.102.8.152",Windows 10 Professionnel,Tanium Client,1
CMRLPT23112.sabc.cm,"fe80::9b9f:8d48:cef2:17a6
192.168.1.103",Windows 10 Entreprise,Tanium Client,1
CMRUCT23303.sabc.cm,"fe80::a47a:ee1:4853:d407
fe80::b22c:fc31:5b70:79a3
10.97.36.4
10.97.37.171",Windows 10 Entreprise,Tanium Client,1
CMRUCT25093.sabc.cm,"fe80::e70:4933:5f81:3f17
10.97.92.26",Windows 10 Entreprise,Tanium Client,1
CMRUCT24117.sabc.cm,"::1
127.0.0.1",Windows 10 Entreprise,Tanium Client,1
CMRUCT20005.sabc.cm,"fe80::610f:fa02:2224:c1ff
10.99.2.43",Windows 10 Entreprise,Tanium Client,1
CMRUCT20034.sabc.cm,"fe80::96d6:c04d:7da5:3dd0
10.99.2.44",Windows 10 Entreprise,Tanium Client,1
CMRLPT19336.sabc.cm,"fe80::88a5:1025:ac8d:a8f2
10.102.8.131",Windows 10 Entreprise,Tanium Client,1
CMRLPT21046.sabc.cm,"fe80::f4d3:437b:62d7:b7da
10.98.2.80",Windows 10 Entreprise,Tanium Client,1
CMRLPT22166.sabc.cm,"fe80::8087:f5d1:52d4:ccb0
192.168.1.108",Windows 10 Entreprise,Tanium Client,1
SABCSHAR102.sabc.cm,"fe80::a4c8:bf6c:b7c1:2a82
10.100.1.63",Windows Server 2019 Standard,Tanium Client,1
CMRLPT22145.sabc.cm,"fe80::1a40:2cf8:c001:7f84
10.97.224.163",Windows 10 Entreprise,Tanium Client,1
CMRLPT23039.sabc.cm,"fe80::3fe4:d1af:72f3:64a2
10.182.196.115",Windows 10 Entreprise,Tanium Client,1
CMRUCT23190.sabc.cm,"fe80::ce8d:cf86:a7a1:7177
10.100.4.75",Windows 10 Entreprise,Tanium Client,1
CMRLPT19254.sabc.cm,"fe80::884c:e0b2:a79e:cc35
10.102.8.161",Windows 10 Entreprise,Tanium Client,1
CMRUCT21086.sabc.cm,"fe80::7d39:3e24:922f:bbf4
10.102.2.23",Windows 11 Entreprise,Tanium Client,1
CMRUCT22119.sabc.cm,"fe80::c5f4:b5f1:d575:73ce
10.102.34.28",Windows 11 Entreprise,Tanium Client,1
CMRLPT23053.sabc.cm,"fe80::3e1f:abac:fd11:110a
10.96.0.45",Windows 10 Entreprise,Tanium Client,1
CMRLPT24093.sabc.cm,"fe80::9c19:7da4:2c4c:9fe8
10.98.61.163",Windows 11 Entreprise,Tanium Client,1
CMRUCT22133.sabc.cm,"fe80::ce8d:a23e:1fac:a8dd
10.102.9.150",Windows 10 Entreprise,Tanium Client,1
CMRLPT22003.sabc.cm,"fe80::1e2a:28f5:3d29:660b
10.96.75.53",Windows 10 Entreprise,Tanium Client,1
CMRUCT24181.sabc.cm,"fe80::b46:5c29:947d:bb7f
10.100.4.62",Windows 10 Entreprise,Tanium Client,1
CMRLPT19162.sabc.cm,"fe80::6c84:f07c:11fb:501d
10.96.61.173",Windows 10 Entreprise,Tanium Client,1
CMRLPT24025.sabc.cm,"fe80::2a6:e508:b63d:760a
10.97.224.101",Windows 10 Entreprise,Tanium Client,1
CMRLPT19170.sabc.cm,"fe80::a719:b28:168c:33e6
10.96.53.165",Windows 10 Entreprise,Tanium Client,1
CMRLPT22204.sabc.cm,"fe80::cb42:7daf:475e:28b7
10.102.8.85",Windows 10 Entreprise,Tanium Client,1
CMRLPT21019.sabc.cm,"fe80::6750:9b5d:d527:a425
10.100.0.196",Windows 11 Entreprise,Tanium Client,1
CMRUCT23222.sabc.cm,"fe80::c68c:1e31:d34b:c4d5
10.96.80.11",Windows 10 Entreprise,Tanium Client,1
CMRUCT24146.sabc.cm,"::1
127.0.0.1",Windows 10 Entreprise,Tanium Client,1
SERVEURDI01.sabc.cm,"fe80::9687:790d:396b:9e1
10.100.1.221",Windows Server 2019 Standard,Tanium Client,1
CMRLPT19265.sabc.cm,"fe80::fc71:6bc8:5c42:abba
10.102.9.101",Windows 10 Entreprise,Tanium Client,1
CMRUCT20051.sabc.cm,"fe80::66cd:32d7:eb9b:41be
10.97.92.7",Windows 10 Entreprise,Tanium Client,1
CMRUCT23126.sabc.cm,"fe80::bfe0:76d2:136f:6e11
10.98.60.11",Windows 10 Entreprise,Tanium Client,1
CMRLPT21125.sabc.cm,"fe80::2a5d:a8a9:d443:c233
10.98.0.43",Windows 10 Entreprise,Tanium Client,1
CMRLPT23033.sabc.cm,"fe80::1b9c:3609:1f4a:ccd7
10.142.190.181",Windows 10 Entreprise,Tanium Client,1
CMRUCT20066.sabc.cm,"fe80::8b72:6826:4e0f:b32d
fe80::78a6:44aa:d8ba:cb7
10.97.225.23
169.254.40.33",Windows 10 Professionnel,Tanium Client,1
CMRLPT21084.sabc.cm,"fe80::9df5:5c05:f59e:613b
10.105.5.78",Windows 10 Entreprise,Tanium Client,1
CMRLPT19190.sabc.cm,"fe80::4a40:7c5a:62a8:dce3
10.102.33.202",Windows 10 Entreprise,Tanium Client,1
CMRUCT20133.sabc.cm,"fe80::4501:573f:ed41:6d8b
10.96.2.95",Windows 10 Entreprise,Tanium Client,1
CMRLPT23228.sabc.cm,"fe80::66f0:bf83:1748:d583
10.99.77.175",Windows 10 Entreprise,Tanium Client,1
CMRLPT19177.sabc.cm,"fe80::daab:c7ca:d72f:7d9f
192.168.8.249",Windows 10 Entreprise,Tanium Client,1
CMRLPT22058.sabc.cm,"fe80::3172:e9f5:8698:9bca
192.168.200.54",Windows 10 Entreprise,Tanium Client,1
CMRUCT21075.sabc.cm,"fe80::99b:aadf:13b9:350b
10.100.4.78",Windows 10 Entreprise,Tanium Client,1
NDOKDOMC003.sabc.cm,"::1
10.96.1.4",Windows Server 2019 Standard,Tanium Client,1
CMRLPT22183.sabc.cm,"fe80::7dab:9289:de58:a098
10.102.8.4",Windows 10 Entreprise,Tanium Client,1
CMRUCT23174.sabc.cm,"fe80::ab43:93a7:7f08:7c35
10.100.4.94",Windows 10 Entreprise,Tanium Client,1
CMRLPT24102.sabc.cm,"fe80::81cd:2ed:fdb:ac0d
10.96.75.90",Windows 10 Entreprise,Tanium Client,1
CMRLPT19236.sabc.cm,"fe80::97db:6146:2bcc:c
10.102.8.115",Windows 10 Entreprise,Tanium Client,1
CMRUCT22147.sabc.cm,"fe80::5448:a6f7:9f79:8d39
fe80::e4bf:4c53:b630:3cca
10.102.9.136
192.168.43.1",Windows 11 Entreprise,Tanium Client,1
CMRLPT19363.sabc.cm,"fe80::3de0:1941:846b:9e41
10.102.8.83",Windows 10 Entreprise,Tanium Client,1
CMRLPT23244.sabc.cm,"fe80::8a09:7965:f1b5:88c7
10.97.225.20",Windows 10 Entreprise,Tanium Client,1
CMRUCT20048.sabc.cm,"fe80::ca60:7943:cee5:3f45
10.96.168.2",Windows 10 Entreprise,Tanium Client,1
CMRUCT23033.sabc.cm,"fe80::416a:3896:d32b:26a2
fe80::d09f:2870:c251:8f66
10.97.88.1
192.168.43.68",Windows 11 Entreprise,Tanium Client,1
SABCASSET601.sabc.cm,"::1
10.100.1.241",Windows Server 2019 Standard,Tanium Client,1
CMRLPT23289.sabc.cm,"fe80::a8b0:94c9:a8d0:6a93
10.97.225.48",Windows 10 Entreprise,Tanium Client,1
CMRLPT23147.sabc.cm,"fe80::ebb2:6481:a96:f969
10.100.0.74",Windows 10 Entreprise,Tanium Client,1
CMRUCT22015.sabc.cm,"fe80::bdec:ec94:ecd9:6048
10.98.2.51",Windows 10 Professionnel,Tanium Client,1
CMRLPT24069.sabc.cm,"fe80::9405:95e1:90d6:1d27
10.102.8.100",Windows 10 Entreprise,Tanium Client,1
CMRLPT23267.sabc.cm,"fe80::32e6:c4b6:88dc:6ebd
10.102.33.217",Windows 10 Entreprise,Tanium Client,1
CMRLPT22029.sabc.cm,"fe80::7fa1:3954:2102:d27c
10.96.113.30",Windows 10 Entreprise,Tanium Client,1
CMRLPT23074.sabc.cm,"fe80::4a9e:6cf0:1449:b229
10.98.0.7",Windows 10 Entreprise,Tanium Client,1
CMRLPT23054.sabc.cm,"fe80::4cc7:1a93:ad05:db04
10.96.0.38",Windows 10 Entreprise,Tanium Client,1
CMRUCT25181.sabc.cm,"fe80::adeb:c9ad:5d1a:6930
10.102.8.124",Windows 10 Entreprise,Tanium Client,1
CMRLPT20084.sabc.cm,"fe80::a229:f356:6fd5:cbcc
10.100.0.15",Windows 10 Entreprise,Tanium Client,1
CMRUCT25002.sabc.cm,"fe80::321b:4993:b646:fe11
10.96.70.3",Windows 10 Entreprise,Tanium Client,1
CMRLPT21111.sabc.cm,"fe80::3d41:895e:7d68:c3f4
10.96.75.29",Windows 10 Entreprise,Tanium Client,1
CMRLPT24054.sabc.cm,"fe80::5315:3129:5542:e8d9
10.99.2.41",Windows 10 Entreprise,Tanium Client,1
CMRUCT23233.sabc.cm,"fe80::10ea:bc89:c25:f62b
10.96.70.20",Windows 10 Entreprise,Tanium Client,1
CMRUCT20119.sabc.cm,"fe80::3be1:dc14:7a0b:d423
10.96.28.3",Windows 10 Entreprise,Tanium Client,1
CMRUCT22003.sabc.cm,"fe80::3226:2c4e:a138:42b4
10.99.2.8",Windows 10 Entreprise,Tanium Client,1
CMRLPT22119.sabc.cm,"fe80::769b:370f:9820:b45
10.96.2.32",Windows 10 Entreprise,Tanium Client,1
CMRUCT24093.sabc.cm,"fe80::2f7:6409:bda6:dd00
10.100.5.67",Windows 10 Entreprise,Tanium Client,1
messgxtc.sabc.cm,"fe80::72e1:c55d:29fc:32e3
fe80::bb15:503b:8844:c76b
10.97.7.152
10.253.120.91",Windows Server 2019 Standard,Tanium Client,1
CMRUCT25007.sabc.cm,"fe80::a8ee:fd7c:e3ec:7a92
10.96.161.7",Windows 10 Entreprise,Tanium Client,1
CMRUCT20055.sabc.cm,"fe80::1bc1:3985:2bcf:f0cb
10.97.224.87",Windows 10 Entreprise,Tanium Client,1
CMRLPT24130.sabc.cm,"fe80::6d0:34de:1fc4:b395
10.102.8.182",Windows 10 Entreprise,Tanium Client,1
CMRUCT19207.sabc.cm,"fe80::4780:72ec:3671:5efe
10.100.4.54",Windows 10 Entreprise,Tanium Client,1
CMRUCT23260.sabc.cm,"fe80::4ad:3e19:6d57:81
10.99.76.24",Windows 10 Entreprise,Tanium Client,1
SABCUPCUT101.sabc.cm,"fe80::8694:296b:2279:e7f6
10.100.1.165",Windows Server 2019 Standard,Tanium Client,1
CMRLPT23272.sabc.cm,"fe80::cb6a:cae:20ce:4593
10.100.0.85",Windows 10 Entreprise,Tanium Client,1
CMRLPT19361.sabc.cm,"fe80::47a2:4020:332:1245
192.168.41.236
fe80::eb5a:4e25:a27:c8a2
192.168.100.4",Windows 10 Entreprise,Tanium Client,1
CMRUCT24002.sabc.cm,"fe80::ef1:7a2f:303d:ef99
10.96.70.72",Windows 10 Entreprise,Tanium Client,1
CMRLPT23298.sabc.cm,"fe80::c650:3141:5c3f:d0c2
10.97.225.73",Windows 10 Entreprise,Tanium Client,1
SABCPDDK101.sabc.cm,"fe80::83d7:7c84:72fe:a694
10.100.1.125",Windows Server 2019 Standard,Tanium Client,1
CMRUCT22080.sabc.cm,"fe80::a359:4e89:5c5a:67ef
10.96.60.19",Windows 10 Entreprise,Tanium Client,1
CMRLPT24007.sabc.cm,"fe80::6f12:286b:42b6:ab67
10.97.93.172",Windows 10 Entreprise,Tanium Client,1
CMRUCT24166.sabc.cm,"fe80::d3cf:bc58:accd:3f64
10.98.2.12",Windows 10 Entreprise,Tanium Client,1
CMRUCT19253.sabc.cm,"fe80::e781:17d5:42cf:f7f5
10.97.224.3",Windows 10 Entreprise,Tanium Client,1
CMRUCT23066.sabc.cm,"fe80::b08a:a105:cf00:13ba
10.96.2.112",Windows 10 Entreprise,Tanium Client,1
CMRLPT23103.sabc.cm,"fe80::e65a:f117:b037:aa17
10.102.2.79",Windows 10 Entreprise,Tanium Client,1
CMRUCT22002.sabc.cm,"fe80::67dc:b555:d334:7208
10.99.36.2",Windows 11 Entreprise,Tanium Client,1
CMRUCT23199.sabc.cm,"fe80::6d26:23bd:3219:cc98
fe80::b4:6a2e:cfe8:5e49
192.168.100.3
192.168.8.100",Windows 10 Entreprise,Tanium Client,1
SABCCRM601.sabc.cm,"fe80::fca5:5e20:bb74:d05
10.100.1.135",Windows Server 2019 Standard,Tanium Client,1
CMRLPT24169.sabc.cm,"fe80::919:4255:e92f:7819
10.102.8.39",Windows 10 Professionnel,Tanium Client,1
CMRLPT24087.sabc.cm,"fe80::e2e3:e31e:eeef:6316
192.168.19.62",Windows 10 Entreprise,Tanium Client,1
CMRLPT24071.sabc.cm,"fe80::c979:6c74:ffeb:b86e
10.100.0.107",Windows 10 Entreprise,Tanium Client,1
CMRLPT23218.sabc.cm,"fe80::befb:b8dc:aa0e:8986
10.102.8.80",Windows 10 Entreprise,Tanium Client,1
CMRUCT23094.sabc.cm,"fe80::2c71:6e70:bc46:7570
10.96.112.1",Windows 10 Entreprise,Tanium Client,1
CMRLPT20019.sabc.cm,"fe80::375f:a80f:3026:37ef
10.97.225.177",Windows 10 Entreprise,Tanium Client,1
CMRLPT19165.sabc.cm,"fe80::f5ee:3fe:8895:e4ab
10.100.0.66",Windows 10 Entreprise,Tanium Client,1
CMRLPT21075.sabc.cm,"fe80::cbb9:e12c:bc88:d18
10.102.34.69",Windows 10 Entreprise,Tanium Client,1
SABCSQLD102,"::1
10.103.248.2",Windows Server 2019 Standard,Tanium Client,1
BALISCDP001.sabc.cm,"fe80::a7b9:37ed:eec3:e939
10.100.1.197",Windows Server 2019 Standard,Tanium Client,1
CMRLPT23223.sabc.cm,"fe80::d9af:234e:d261:9f43
10.96.2.109",Windows 10 Entreprise,Tanium Client,1
cmruct23043.sabc.cm,"fe80::d101:34d4:237d:bcff
10.96.2.97",Windows 10 Entreprise,Tanium Client,1
CMRUCT24080.sabc.cm,"fe80::ffed:c6d1:c55c:452a
fe80::dd0f:41c6:e0d2:9508
10.102.2.122
10.102.8.239",Windows 10 Entreprise,Tanium Client,1
CMRLPT23151.sabc.cm,"fe80::dfaa:2028:87a:8b9d
10.149.57.140",Windows 10 Entreprise,Tanium Client,1
CMRUCT23017.sabc.cm,"fe80::c72a:26f9:8457:7237
10.97.224.20",Windows 10 Entreprise,Tanium Client,1
CMRLPT24107.sabc.cm,"::1
127.0.0.1",Windows 10 Entreprise,Tanium Client,1
CMRLPT24050.sabc.cm,"fe80::ce98:da0c:b3f2:5135
10.100.0.96",Windows 10 Entreprise,Tanium Client,1
CMRLPT23300.sabc.cm,"fe80::4b65:53e5:aac7:9b44
10.100.0.14",Windows 10 Entreprise,Tanium Client,1
CMRUCT23099.sabc.cm,"fe80::f535:91c5:4cb0:4825
10.96.113.35",Windows 10 Entreprise,Tanium Client,1
CMRUCT23124.sabc.cm,"fe80::4fad:8ea1:3992:419e
10.98.2.79",Windows 10 Entreprise,Tanium Client,1
CMRUCT22131.sabc.cm,"fe80::b7ba:1af2:ebc3:8911
10.102.2.47",Windows 10 Entreprise,Tanium Client,1
CMRLPT23235.sabc.cm,"fe80::248f:82a6:bed4:8613
10.100.0.144",Windows 10 Entreprise,Tanium Client,1
CMRUCT21071.sabc.cm,"fe80::f15a:8896:c580:7fdf
10.97.80.7",Windows 10 Entreprise,Tanium Client,1
CMRUCT21069.sabc.cm,"fe80::3106:c3b1:ef01:fc0a
10.102.2.50",Windows 10 Entreprise,Tanium Client,1
CMRLPT20077.sabc.cm,"fe80::b5eb:cb55:9836:a8ac
fe80::7279:42c6:a91b:6ed8
10.96.70.53
10.96.75.98",Windows 10 Entreprise,Tanium Client,1
CMRLPT21100.sabc.cm,"fe80::fcb2:8b60:a9a4:67e0
192.168.1.117",Windows 10 Entreprise,Tanium Client,1
